,compound,neutral,negative,positive
2622,-0.6705,0.912,0.07,0.018
2623,-0.6369,0.887,0.084,0.029
2624,-0.7783,0.89,0.11,0.0
2625,-0.9999,0.741,0.172,0.087
2626,0.6318,0.892,0.045,0.062
2627,0.9052,0.785,0.07,0.145
2628,-0.6597,0.797,0.159,0.043
2629,-0.6124,0.855,0.085,0.06
2630,-0.9372,0.802,0.149,0.048
2631,0.9817,0.863,0.046,0.092
2632,-0.7783,0.83,0.17,0.0
2633,-0.765,0.844,0.13,0.025
2634,-0.6996,0.896,0.083,0.021
2635,-0.2244,0.802,0.118,0.08
2636,0.9015,0.865,0.043,0.092
2637,-0.8481,0.859,0.077,0.064
2638,-0.7783,0.836,0.164,0.0
2639,0.3402,0.916,0.05,0.034
2640,0.5267,0.868,0.058,0.074
2641,-0.9972,0.807,0.103,0.09
2642,-0.3751,0.865,0.078,0.056
2643,-0.7777,0.88,0.09,0.03
2644,-0.998,0.714,0.281,0.005
2645,0.7545,0.881,0.044,0.075
2646,-0.7783,0.92,0.08,0.0
2647,0.1149,0.818,0.094,0.088
2648,0.8807,0.746,0.099,0.155
2649,0.6662,0.814,0.074,0.112
2650,0.9207,0.851,0.04,0.109
2651,0.9295,0.819,0.053,0.129
2652,0.9207,0.849,0.041,0.11
2653,0.8466,0.829,0.069,0.102
2654,-0.7906,0.828,0.172,0.0
2655,-0.25,0.835,0.087,0.078
2656,-0.4019,0.839,0.089,0.072
2657,0.9911,0.823,0.06,0.117
2658,-0.7783,0.823,0.177,0.0
2659,-0.2263,0.771,0.128,0.1
2660,-0.7149,0.826,0.14,0.034
2661,-0.8769,0.877,0.091,0.032
2662,-0.918,0.868,0.091,0.041
2663,0.6747,0.795,0.078,0.127
2664,-0.9531,0.86,0.14,0.0
2665,-0.3612,0.858,0.089,0.053
2666,0.0387,0.849,0.082,0.068
2667,0.2732,0.864,0.064,0.072
2668,0.5647,0.87,0.056,0.075
2669,0.2561,0.868,0.064,0.069
2670,-0.6705,0.901,0.079,0.021
2671,0.9469,0.844,0.044,0.112
2672,0.949,0.839,0.053,0.108
2673,-0.7783,0.823,0.177,0.0
2674,-0.6136,0.795,0.125,0.08
2675,0.5253,0.84,0.071,0.089
2676,-0.4939,0.888,0.074,0.039
2677,0.965,0.842,0.048,0.11
2678,-0.7783,0.83,0.17,0.0
2679,0.9521,0.834,0.061,0.105
2680,-0.991,0.804,0.149,0.047
2681,0.4939,0.761,0.112,0.127
2682,-0.2185,0.8,0.128,0.072
2683,0.9995,0.819,0.031,0.15
2684,0.1987,0.883,0.057,0.059
2685,-0.7783,0.86,0.14,0.0
2686,-0.5423,0.847,0.103,0.05
2687,-0.128,0.865,0.074,0.061
2688,-0.5106,0.86,0.092,0.047
2689,-0.0772,0.817,0.099,0.084
2690,-0.296,0.898,0.059,0.044
2691,0.9678,0.801,0.069,0.13
2692,0.9969,0.852,0.04,0.109
2693,0.34,0.896,0.046,0.058
2694,-0.6486,0.852,0.115,0.033
2695,-0.7783,0.827,0.173,0.0
2696,0.9964,0.734,0.061,0.205
2697,-0.0258,0.8,0.101,0.099
2698,-0.5106,0.833,0.088,0.08
2699,0.9686,0.804,0.062,0.134
2700,0.9986,0.816,0.038,0.146
2701,0.9888,0.848,0.036,0.116
2702,-0.7783,0.836,0.164,0.0
2703,0.9945,0.87,0.033,0.097
2704,-0.9935,0.825,0.136,0.038
2705,0.705,0.875,0.06,0.066
2706,0.9825,0.781,0.041,0.178
2707,0.8934,0.806,0.058,0.135
2708,-0.9599,0.762,0.125,0.113
2709,-0.9593,0.899,0.072,0.029
2710,-0.8451,0.885,0.115,0.0
2711,0.9866,0.763,0.058,0.179
2712,-0.6705,0.886,0.091,0.024
2713,-0.7783,0.827,0.173,0.0
2714,-0.9982,0.791,0.144,0.065
2715,-0.4019,0.917,0.053,0.031
2716,-0.6705,0.893,0.085,0.022
2717,-0.9801,0.845,0.091,0.064
2718,-0.7783,0.83,0.17,0.0
2719,-0.6597,0.824,0.124,0.052
2720,0.9118,0.799,0.076,0.125
2721,-0.9274,0.923,0.077,0.0
2722,-0.8555,0.813,0.149,0.038
2723,-0.7059,0.911,0.071,0.018
2724,0.9976,0.848,0.039,0.113
2725,0.4098,0.868,0.06,0.072
2726,-0.3485,0.923,0.044,0.033
2727,-0.7579,0.858,0.124,0.018
2728,-0.6249,0.846,0.118,0.036
2729,-0.5514,0.841,0.106,0.053
2730,0.8832,0.853,0.043,0.103
2731,-0.7097,0.896,0.084,0.021
2732,0.9741,0.824,0.045,0.131
2733,-0.9371,0.837,0.134,0.029
2734,0.9931,0.786,0.057,0.157
2735,-0.9838,0.851,0.091,0.059
2736,-0.5088,0.88,0.067,0.053
2737,0.9892,0.801,0.049,0.15
2738,0.9873,0.798,0.059,0.142
2739,-0.2577,0.895,0.059,0.046
2740,-0.6597,0.891,0.068,0.041
2741,-0.7783,0.812,0.188,0.0
2742,-0.7783,0.885,0.115,0.0
2743,-0.6597,0.801,0.142,0.057
2744,-0.7783,0.833,0.167,0.0
2745,-0.7783,0.839,0.161,0.0
2746,-0.3026,0.855,0.079,0.066
2747,0.9849,0.803,0.065,0.132
2748,-0.6705,0.879,0.096,0.025
2749,0.34,0.802,0.092,0.106
2750,-0.4019,0.861,0.088,0.051
2751,0.9524,0.843,0.056,0.1
2752,0.7975,0.841,0.059,0.1
2753,0.9878,0.817,0.057,0.127
2754,-0.9772,0.86,0.081,0.059
2755,0.9126,0.832,0.056,0.112
2756,-0.9956,0.856,0.1,0.044
2757,0.4841,0.825,0.078,0.097
2758,0.9935,0.836,0.028,0.135
2759,0.9664,0.729,0.059,0.212
2760,0.9808,0.764,0.043,0.192
2761,0.999,0.692,0.053,0.256
2762,0.9991,0.699,0.051,0.249
2763,0.995,0.832,0.071,0.097
2764,-0.7783,0.911,0.089,0.0
2765,0.9274,0.842,0.045,0.114
2766,-0.8331,0.82,0.134,0.046
2767,-0.4515,0.875,0.076,0.049
2768,-0.7783,0.876,0.124,0.0
2769,-0.6654,0.861,0.118,0.021
2770,-0.7089,0.847,0.084,0.069
2771,-0.499,0.842,0.088,0.07
2772,-0.9972,0.801,0.135,0.064
2773,-0.6249,0.874,0.088,0.037
2774,-0.7717,0.858,0.126,0.016
2775,-0.7906,0.852,0.096,0.052
2776,-0.7269,0.923,0.059,0.018
2777,-0.7783,0.864,0.136,0.0
2778,-0.5574,0.929,0.045,0.026
2779,-0.6486,0.806,0.151,0.043
2780,0.1101,0.844,0.08,0.076
2781,-0.8533,0.88,0.12,0.0
2782,-0.7917,0.879,0.091,0.031
2783,-0.5267,0.875,0.084,0.042
2784,-0.974,0.878,0.109,0.012
2785,-0.8625,0.903,0.084,0.014
2786,-0.7579,0.832,0.146,0.022
2787,-0.2023,0.871,0.068,0.062
2788,-0.3939,0.855,0.085,0.06
2789,0.6553,0.854,0.056,0.09
2790,-0.9601,0.818,0.136,0.046
2791,-0.9803,0.728,0.272,0.0
2792,-0.3907,0.828,0.097,0.075
2793,-0.4935,0.887,0.062,0.051
2794,0.9925,0.743,0.066,0.192
2795,-0.0352,0.837,0.082,0.081
2796,-0.8763,0.833,0.107,0.061
2797,0.9622,0.882,0.038,0.08
2798,0.9952,0.773,0.077,0.15
2799,-0.836,0.938,0.048,0.014
2800,0.9939,0.802,0.041,0.158
2801,-0.8514,0.823,0.158,0.019
2802,-0.8551,0.838,0.132,0.03
2803,0.5525,0.847,0.065,0.087
2804,-0.9975,0.821,0.102,0.077
2805,-0.6808,0.895,0.105,0.0
2806,0.7034,0.84,0.072,0.088
2807,0.7783,0.803,0.081,0.117
2808,0.9887,0.812,0.06,0.128
2809,-0.6662,0.791,0.161,0.047
2810,-0.7783,0.823,0.177,0.0
2811,-0.8176,0.804,0.114,0.082
2812,-0.9579,0.801,0.172,0.027
2813,0.4854,0.864,0.058,0.078
2814,-0.802,0.856,0.124,0.02
2815,-0.1393,0.869,0.071,0.059
2816,-0.3909,0.876,0.07,0.054
2817,0.8785,0.841,0.061,0.098
2818,0.9678,0.822,0.054,0.125
2819,0.9952,0.824,0.041,0.135
2820,0.8873,0.818,0.075,0.107
2821,0.9904,0.806,0.035,0.159
2822,0.9842,0.82,0.057,0.123
2823,-0.782,0.815,0.162,0.023
2824,0.516,0.827,0.077,0.097
2825,-0.6597,0.833,0.131,0.036
2826,0.5106,0.831,0.071,0.098
2827,0.7531,0.893,0.053,0.054
2828,0.9824,0.793,0.053,0.154
2829,0.6966,0.836,0.065,0.098
2830,0.802,0.891,0.053,0.056
2831,-0.8481,0.853,0.147,0.0
2832,-0.7003,0.841,0.106,0.053
2833,-0.8779,0.763,0.215,0.023
2834,-0.8519,0.869,0.131,0.0
2835,-0.8985,0.894,0.089,0.017
2836,0.9961,0.775,0.031,0.194
2837,-0.7783,0.823,0.177,0.0
2838,-0.7783,0.82,0.18,0.0
2839,-0.34,0.814,0.115,0.071
2840,-0.6322,0.805,0.117,0.079
2841,-0.872,0.825,0.122,0.053
2842,0.923,0.821,0.048,0.131
2843,-0.8286,0.829,0.127,0.044
2844,0.9985,0.8,0.06,0.14
2845,-0.5423,0.78,0.16,0.06
2846,0.9978,0.783,0.063,0.153
2847,0.9989,0.758,0.066,0.175
2848,-0.4404,0.89,0.066,0.044
2849,-0.1027,0.818,0.099,0.083
2850,-0.6597,0.797,0.159,0.043
2851,-0.7783,0.866,0.134,0.0
2852,0.9437,0.844,0.058,0.098
2853,-0.7506,0.881,0.103,0.016
2854,-0.5413,0.851,0.079,0.07
2855,0.8481,0.819,0.062,0.119
2856,-0.2387,0.808,0.108,0.084
2857,0.9117,0.799,0.089,0.111
2858,0.9613,0.798,0.084,0.118
2859,-0.7783,0.83,0.17,0.0
2860,-0.8824,0.857,0.095,0.047
2861,-0.5267,0.865,0.088,0.047
2862,-0.8625,0.844,0.106,0.05
2863,-0.5033,0.832,0.09,0.078
2864,-0.7685,0.828,0.152,0.02
2865,-0.7783,0.85,0.15,0.0
2866,-0.6124,0.891,0.083,0.026
2867,0.4209,0.835,0.081,0.083
2868,-0.5267,0.887,0.075,0.038
2869,0.1477,0.801,0.089,0.11
2870,0.9997,0.772,0.084,0.144
2871,-0.9238,0.799,0.118,0.083
2872,-0.7783,0.836,0.164,0.0
2873,-0.6187,0.911,0.064,0.025
2874,-0.9799,0.781,0.134,0.086
2875,-0.7219,0.877,0.099,0.024
2876,-0.5661,0.845,0.086,0.068
2877,-0.6322,0.882,0.082,0.036
2878,0.4515,0.845,0.075,0.08
2879,-0.3364,0.907,0.048,0.046
2880,0.8934,0.845,0.059,0.095
2881,-0.7783,0.83,0.17,0.0
2882,0.3612,0.838,0.075,0.087
2883,0.9551,0.835,0.064,0.102
2884,0.3736,0.85,0.073,0.077
2885,-0.9042,0.749,0.226,0.025
2886,-0.9968,0.806,0.133,0.061
2887,-0.7783,0.83,0.17,0.0
2888,-0.7783,0.853,0.147,0.0
2889,0.8898,0.806,0.071,0.123
2890,0.9573,0.849,0.057,0.094
2891,-0.7476,0.904,0.08,0.016
2892,-0.5106,0.846,0.102,0.052
2893,-0.7128,0.864,0.079,0.057
2894,-0.7579,0.85,0.095,0.055
2895,0.5859,0.868,0.06,0.072
2896,0.1154,0.866,0.069,0.065
2897,-0.9815,0.841,0.111,0.048
2898,-0.9911,0.814,0.128,0.058
2899,0.504,0.888,0.05,0.063
2900,0.3313,0.861,0.072,0.066
2901,-0.8682,0.821,0.094,0.086
2902,-0.3638,0.866,0.083,0.052
2903,-0.995,0.745,0.255,0.0
2904,-0.6264,0.902,0.067,0.031
2905,0.973,0.784,0.046,0.169
2906,-0.967,0.876,0.099,0.026
2907,0.0225,0.881,0.062,0.057
2908,-0.5044,0.899,0.062,0.039
2909,-0.2023,0.891,0.057,0.052
2910,0.835,0.863,0.045,0.092
2911,-0.7783,0.868,0.132,0.0
2912,-0.6705,0.852,0.117,0.031
2913,-0.6705,0.852,0.117,0.031
2914,-0.6705,0.852,0.117,0.031
2915,-0.4939,0.868,0.087,0.045
2916,-0.4939,0.87,0.085,0.044
2917,-0.7184,0.846,0.11,0.044
2918,-0.5204,0.866,0.088,0.046
2919,-0.3786,0.838,0.093,0.069
2920,-0.4245,0.896,0.061,0.043
2921,0.6408,0.834,0.07,0.096
2922,0.8395,0.895,0.047,0.058
2923,0.92,0.874,0.053,0.073
2924,0.8674,0.893,0.046,0.061
2925,-0.7783,0.845,0.155,0.0
2926,-0.7783,0.967,0.033,0.0
2927,-0.8979,0.826,0.091,0.083
2928,0.9552,0.841,0.059,0.1
2929,-0.9934,0.833,0.126,0.041
2930,-0.7783,0.839,0.161,0.0
2931,0.0,0.861,0.07,0.07
2932,-0.7693,0.849,0.09,0.061
2933,-0.2428,0.813,0.094,0.092
2934,-0.7783,0.868,0.132,0.0
2935,0.2732,0.705,0.155,0.139
2936,-0.1027,0.861,0.081,0.059
2937,-0.9008,0.818,0.125,0.057
2938,-0.6597,0.87,0.093,0.036
2939,-0.9818,0.842,0.122,0.036
2940,-0.8126,0.845,0.131,0.024
2941,-0.9761,0.806,0.143,0.051
2942,-0.7964,0.827,0.141,0.032
2943,-0.7184,0.862,0.115,0.023
2944,0.9965,0.753,0.041,0.207
2945,-0.7524,0.821,0.111,0.067
2946,-0.9286,0.84,0.116,0.044
2947,-0.9593,0.889,0.065,0.047
2948,-0.8388,0.845,0.096,0.059
2949,-0.5719,0.853,0.1,0.047
2950,-0.7269,0.84,0.134,0.026
2951,0.9945,0.853,0.054,0.092
2952,-0.7783,0.82,0.18,0.0
2953,-0.128,0.756,0.147,0.097
2954,-0.871,0.836,0.112,0.052
2955,-0.9741,0.844,0.141,0.015
2956,0.9668,0.774,0.06,0.166
2957,-0.0675,0.84,0.083,0.077
2958,0.731,0.887,0.048,0.065
2959,-0.9854,0.783,0.217,0.0
2960,-0.6486,0.921,0.062,0.018
2961,0.0163,0.82,0.09,0.09
2962,-0.2732,0.8,0.109,0.092
2963,0.9661,0.82,0.063,0.117
2964,0.9392,0.82,0.063,0.118
2965,-0.999,0.725,0.245,0.029
2966,0.4215,0.768,0.109,0.123
2967,-0.5994,0.844,0.1,0.056
2968,0.4331,0.843,0.081,0.076
2969,-0.7096,0.885,0.092,0.023
2970,-0.3612,0.818,0.106,0.076
2971,-0.7184,0.875,0.104,0.021
2972,-0.8934,0.845,0.117,0.037
2973,-0.5106,0.864,0.077,0.06
2974,0.9891,0.84,0.066,0.094
2975,0.994,0.765,0.052,0.183
2976,-0.1382,0.894,0.05,0.056
2977,-0.5106,0.822,0.096,0.082
2978,0.7818,0.743,0.109,0.147
2979,0.9745,0.809,0.068,0.122
2980,-0.7783,0.83,0.17,0.0
2981,-0.7783,0.83,0.17,0.0
2982,0.8354,0.834,0.063,0.103
2983,-0.415,0.887,0.061,0.052
2984,-0.1655,0.873,0.067,0.06
2985,0.9739,0.841,0.049,0.11
2986,0.4938,0.88,0.055,0.065
2987,-0.8316,0.843,0.157,0.0
2988,-0.8882,0.812,0.134,0.054
2989,0.9944,0.785,0.035,0.18
2990,-0.8788,0.874,0.108,0.018
2991,-0.4246,0.87,0.074,0.056
2992,-0.9814,0.819,0.118,0.063
2993,-0.1541,0.889,0.053,0.058
2994,-0.8271,0.864,0.136,0.0
2995,-0.8402,0.804,0.196,0.0
2996,-0.876,0.87,0.101,0.03
2997,0.4588,0.837,0.078,0.086
2998,-0.1655,0.873,0.067,0.06
2999,0.9853,0.817,0.074,0.109
3000,0.9992,0.781,0.031,0.189
3001,0.8074,0.769,0.083,0.148
3002,0.875,0.855,0.062,0.084
3003,-0.1531,0.88,0.063,0.057
3004,0.9574,0.847,0.065,0.089
3005,0.8074,0.771,0.082,0.146
3006,0.9842,0.817,0.08,0.103
3007,0.9922,0.735,0.055,0.21
3008,-0.633,0.847,0.096,0.057
3009,0.9852,0.822,0.078,0.1
3010,-0.7783,0.85,0.15,0.0
3011,0.3818,0.883,0.056,0.062
3012,0.128,0.889,0.057,0.054
3013,-0.995,0.738,0.256,0.006
3014,0.4678,0.895,0.047,0.058
3015,-0.7691,0.88,0.08,0.041
3016,-0.4329,0.871,0.07,0.059
3017,-0.3612,0.818,0.108,0.074
3018,0.9979,0.75,0.048,0.202
3019,0.9892,0.768,0.066,0.166
3020,-0.7783,0.89,0.11,0.0
3021,0.802,0.893,0.032,0.076
3022,-0.2982,0.882,0.056,0.063
3023,-0.9848,0.795,0.115,0.09
3024,0.9983,0.732,0.089,0.179
3025,-0.8781,0.826,0.095,0.08
3026,-0.8042,0.864,0.072,0.065
3027,-0.8582,0.845,0.097,0.058
3028,0.9985,0.738,0.083,0.178
3029,0.89,0.839,0.062,0.099
3030,-0.9959,0.858,0.1,0.043
3031,-0.3818,0.811,0.119,0.07
3032,-0.7351,0.697,0.196,0.108
3033,0.2439,0.838,0.077,0.085
3034,0.9895,0.823,0.06,0.117
3035,0.3695,0.868,0.061,0.071
3036,0.571,0.883,0.053,0.064
3037,0.7678,0.868,0.056,0.076
3038,0.8969,0.851,0.065,0.085
3039,0.9294,0.857,0.058,0.085
3040,-0.5859,0.833,0.115,0.052
3041,-0.3516,0.888,0.058,0.054
3042,0.9129,0.878,0.05,0.072
3043,0.9342,0.884,0.045,0.071
3044,0.4137,0.907,0.036,0.057
3045,0.9254,0.885,0.048,0.067
3046,0.9367,0.884,0.048,0.068
3047,0.9556,0.891,0.041,0.068
3048,0.949,0.885,0.046,0.069
3049,0.9566,0.889,0.042,0.069
3050,0.9388,0.883,0.05,0.067
3051,0.9549,0.889,0.045,0.066
3052,-0.7783,0.913,0.087,0.0
3053,0.6752,0.843,0.074,0.084
3054,0.9475,0.842,0.065,0.093
3055,-0.8734,0.773,0.227,0.0
3056,-0.6597,0.876,0.098,0.027
3057,-0.998,0.695,0.176,0.129
3058,-0.7783,0.882,0.118,0.0
3059,-0.3182,0.741,0.159,0.099
3060,-0.9983,0.701,0.175,0.124
3061,-0.8516,0.816,0.184,0.0
3062,-0.7783,0.816,0.184,0.0
3063,-0.7783,0.848,0.152,0.0
3064,-0.7783,0.874,0.126,0.0
3065,-0.6486,0.852,0.115,0.033
3066,0.9967,0.805,0.047,0.148
3067,0.9969,0.816,0.052,0.132
3068,-0.3736,0.862,0.086,0.052
3069,-0.4588,0.831,0.109,0.06
3070,-0.7783,0.845,0.155,0.0
3071,-0.7845,0.856,0.12,0.025
3072,-0.7783,0.833,0.167,0.0
3073,-0.7783,0.855,0.145,0.0
3074,0.9201,0.875,0.035,0.091
3075,0.9788,0.846,0.044,0.11
3076,-0.25,0.871,0.073,0.056
3077,0.6486,0.864,0.052,0.083
3078,0.5574,0.845,0.07,0.085
3079,0.3818,0.878,0.053,0.069
3080,0.8773,0.814,0.059,0.127
3081,0.9724,0.886,0.042,0.072
3082,-0.9941,0.747,0.236,0.017
3083,0.9892,0.801,0.049,0.15
3084,-0.3182,0.856,0.083,0.061
3085,-0.9994,0.793,0.117,0.09
3086,0.9894,0.731,0.049,0.22
3087,-0.4435,0.899,0.052,0.049
3088,-0.5423,0.827,0.126,0.047
3089,-0.9386,0.833,0.122,0.046
3090,0.3038,0.86,0.071,0.069
3091,0.2168,0.847,0.073,0.08
3092,-0.6249,0.855,0.111,0.034
3093,-0.6289,0.797,0.12,0.083
3094,-0.7783,0.853,0.147,0.0
3095,-0.8316,0.844,0.13,0.026
3096,-0.7783,0.83,0.17,0.0
3097,0.0516,0.804,0.109,0.087
3098,0.0935,0.823,0.095,0.082
3099,-0.9349,0.939,0.051,0.01
3100,-0.5267,0.869,0.081,0.05
3101,-0.7717,0.813,0.166,0.021
3102,-0.6486,0.836,0.108,0.055
3103,-0.7783,0.86,0.14,0.0
3104,-0.6249,0.806,0.134,0.06
3105,-0.5719,0.871,0.088,0.041
3106,-0.3542,0.881,0.071,0.048
3107,0.25,0.826,0.08,0.094
3108,-0.7783,0.827,0.173,0.0
3109,-0.9661,0.823,0.121,0.056
3110,-0.6705,0.893,0.085,0.022
3111,0.3313,0.916,0.039,0.045
3112,-0.9273,0.841,0.098,0.061
3113,0.8334,0.866,0.056,0.078
3114,-0.7783,0.816,0.184,0.0
3115,-0.7783,0.836,0.164,0.0
3116,-0.7783,0.908,0.092,0.0
3117,-0.7783,0.833,0.167,0.0
3118,-0.7783,0.855,0.145,0.0
3119,0.9959,0.795,0.071,0.134
3120,-0.4226,0.872,0.077,0.051
3121,-0.2168,0.862,0.077,0.061
3122,0.2869,0.878,0.057,0.065
3123,-0.3736,0.868,0.076,0.055
3124,-0.9302,0.889,0.059,0.052
3125,-0.4528,0.886,0.074,0.04
3126,-0.7783,0.839,0.161,0.0
3127,-0.7184,0.809,0.158,0.032
3128,0.9302,0.87,0.039,0.091
3129,0.9912,0.798,0.045,0.158
3130,-0.2168,0.826,0.097,0.077
3131,-0.8331,0.83,0.127,0.043
3132,0.9784,0.771,0.091,0.138
3133,0.9794,0.825,0.053,0.123
3134,-0.0772,0.797,0.11,0.093
3135,-0.6705,0.848,0.12,0.031
3136,-0.836,0.795,0.175,0.03
3137,-0.6705,0.848,0.12,0.031
3138,0.9586,0.804,0.045,0.151
3139,-0.7783,0.876,0.124,0.0
3140,-0.5442,0.842,0.093,0.065
3141,-0.6202,0.825,0.109,0.066
3142,-0.7469,0.866,0.115,0.019
3143,-0.9885,0.801,0.11,0.09
3144,0.9222,0.864,0.039,0.097
3145,0.9944,0.733,0.097,0.169
3146,0.79,0.83,0.079,0.091
3147,-0.9031,0.718,0.146,0.136
3148,-0.7034,0.778,0.136,0.087
3149,-0.9816,0.771,0.21,0.019
3150,-0.9942,0.809,0.12,0.071
3151,0.9067,0.88,0.055,0.065
3152,-0.2589,0.871,0.066,0.063
3153,0.9991,0.808,0.082,0.11
3154,0.5982,0.883,0.054,0.063
3155,0.7964,0.783,0.077,0.14
3156,-0.6705,0.844,0.124,0.032
3157,-0.7424,0.845,0.11,0.045
3158,0.8356,0.881,0.054,0.065
3159,-0.9936,0.825,0.11,0.065
3160,0.9795,0.798,0.078,0.124
3161,-0.7213,0.834,0.138,0.028
3162,-0.6369,0.871,0.09,0.039
3163,-0.7783,0.848,0.152,0.0
3164,0.9998,0.704,0.08,0.215
3165,0.9959,0.742,0.097,0.161
3166,-0.5994,0.801,0.138,0.061
3167,-0.2023,0.832,0.096,0.072
3168,0.9998,0.709,0.079,0.212
3169,0.9998,0.699,0.082,0.219
3170,0.9998,0.718,0.079,0.204
3171,-0.9834,0.775,0.225,0.0
3172,0.8559,0.803,0.058,0.14
3173,-0.9905,0.784,0.179,0.037
3174,-0.7783,0.833,0.167,0.0
3175,-0.9939,0.782,0.132,0.086
3176,-0.3751,0.86,0.088,0.052
3177,0.9323,0.81,0.066,0.124
3178,0.9776,0.851,0.036,0.113
3179,0.9577,0.8,0.048,0.152
3180,-0.7783,0.827,0.173,0.0
3181,0.9868,0.774,0.06,0.165
3182,-0.989,0.832,0.1,0.068
3183,-0.985,0.893,0.076,0.031
3184,0.9991,0.824,0.042,0.135
3185,0.8469,0.813,0.073,0.114
3186,-0.5248,0.893,0.068,0.039
3187,-0.9056,0.795,0.148,0.057
3188,0.8481,0.773,0.077,0.149
3189,0.0772,0.841,0.088,0.071
3190,0.7783,0.847,0.06,0.093
3191,0.9786,0.806,0.07,0.124
3192,-0.9884,0.872,0.083,0.045
3193,-0.4497,0.843,0.109,0.048
3194,0.9725,0.845,0.053,0.102
3195,-0.8564,0.913,0.062,0.025
3196,0.9942,0.802,0.067,0.131
3197,-0.34,0.833,0.098,0.068
3198,0.296,0.853,0.07,0.077
3199,0.9913,0.646,0.079,0.275
3200,0.8077,0.801,0.099,0.1
3201,-0.9886,0.848,0.129,0.022
3202,0.4106,0.837,0.085,0.078
3203,-0.8172,0.849,0.151,0.0
3204,-0.7783,0.87,0.13,0.0
3205,-0.9446,0.863,0.127,0.01
3206,-0.7991,0.799,0.102,0.098
3207,0.6705,0.889,0.046,0.064
3208,0.9532,0.848,0.067,0.085
3209,-0.9758,0.846,0.154,0.0
3210,0.7684,0.837,0.065,0.098
3211,-0.9933,0.751,0.249,0.0
3212,-0.7783,0.833,0.167,0.0
3213,-0.9015,0.845,0.135,0.019
3214,-0.5093,0.859,0.082,0.059
3215,0.9921,0.805,0.049,0.147
3216,0.9823,0.844,0.06,0.096
3217,-0.7783,0.833,0.167,0.0
3218,-0.6486,0.895,0.057,0.048
3219,0.6442,0.833,0.062,0.105
3220,-0.7783,0.827,0.173,0.0
3221,-0.959,0.863,0.114,0.023
3222,-0.9919,0.799,0.164,0.037
3223,-0.4869,0.898,0.058,0.044
3224,-0.9573,0.867,0.11,0.023
3225,0.9952,0.774,0.052,0.174
3226,0.9905,0.789,0.044,0.167
3227,-0.6408,0.87,0.078,0.051
3228,-0.9545,0.842,0.117,0.041
3229,-0.8745,0.832,0.131,0.037
3230,-0.9751,0.821,0.144,0.036
3231,-0.9153,0.85,0.121,0.029
3232,-0.8319,0.855,0.1,0.045
3233,0.9883,0.761,0.048,0.191
3234,0.4838,0.886,0.044,0.07
3235,-0.7783,0.823,0.177,0.0
3236,-0.5423,0.808,0.139,0.052
3237,-0.5913,0.895,0.066,0.039
3238,0.4515,0.811,0.087,0.102
3239,-0.7783,0.874,0.126,0.0
3240,0.9676,0.85,0.06,0.091
3241,0.9949,0.822,0.059,0.119
3242,0.9846,0.82,0.037,0.143
3243,0.9965,0.826,0.055,0.12
3244,0.7691,0.81,0.072,0.118
3245,-0.5574,0.78,0.149,0.071
3246,-0.4939,0.916,0.055,0.029
3247,-0.7783,0.855,0.145,0.0
3248,-0.9463,0.926,0.062,0.012
3249,-0.4635,0.843,0.075,0.082
3250,-0.7783,0.823,0.177,0.0
3251,-0.9907,0.802,0.113,0.085
3252,-0.7783,0.86,0.14,0.0
3253,-0.5584,0.793,0.152,0.055
3254,0.9696,0.862,0.06,0.079
3255,-0.7783,0.823,0.177,0.0
3256,-0.8225,0.826,0.128,0.046
3257,-0.4939,0.876,0.081,0.042
3258,-0.7783,0.83,0.17,0.0
3259,-0.6075,0.857,0.099,0.044
3260,-0.7783,0.83,0.17,0.0
3261,0.2023,0.839,0.079,0.082
3262,0.9976,0.816,0.081,0.103
3263,-0.7149,0.798,0.163,0.039
3264,-0.4215,0.808,0.123,0.07
3265,0.2023,0.839,0.079,0.082
3266,0.3182,0.855,0.065,0.079
3267,0.9591,0.862,0.031,0.107
3268,-0.3412,0.897,0.061,0.042
3269,-0.7783,0.827,0.173,0.0
3270,-0.7783,0.864,0.136,0.0
3271,-0.6597,0.826,0.137,0.037
3272,0.9975,0.815,0.068,0.117
3273,0.996,0.777,0.046,0.176
3274,-0.7149,0.891,0.081,0.028
3275,0.9778,0.768,0.048,0.184
3276,0.9872,0.83,0.038,0.133
3277,-0.6705,0.878,0.097,0.025
3278,-0.5927,0.888,0.084,0.028
3279,-0.9973,0.747,0.175,0.078
3280,-0.7506,0.822,0.147,0.032
3281,-0.7906,0.855,0.145,0.0
3282,-0.6641,0.882,0.083,0.035
3283,-0.7184,0.836,0.125,0.04
3284,0.9489,0.795,0.062,0.143
3285,-0.9977,0.731,0.178,0.091
3286,0.3565,0.804,0.102,0.095
3287,0.6924,0.779,0.109,0.112
3288,0.7352,0.826,0.075,0.099
3289,-0.9378,0.797,0.138,0.065
3290,0.899,0.777,0.071,0.152
3291,-0.9033,0.808,0.108,0.084
3292,-0.4733,0.84,0.083,0.077
3293,0.9991,0.753,0.091,0.155
3294,-0.7059,0.859,0.112,0.028
3295,-0.7783,0.864,0.136,0.0
3296,0.9808,0.812,0.053,0.135
3297,-0.3818,0.788,0.126,0.086
3298,-0.4215,0.853,0.094,0.053
3299,-0.6696,0.91,0.071,0.02
3300,-0.9985,0.775,0.15,0.074
3301,0.9728,0.83,0.077,0.094
3302,-0.7783,0.858,0.142,0.0
